locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
NWMN_RS07895,NC_009641.1,-,1567358,1568287,n.a,false,WP_001548912.1,"DUF1672 domain_containing protein","n.a"
NWMN_RS02225,NC_009641.1,+,441847,442542,n.a,false,WP_000769845.1,"superantigen_like protein SSL6","n.a"
NWMN_RS10485,NC_009641.1,-,2032184,2032942,map,false,WP_000636142.1,"type I methionyl aminopeptidase","n.a"
NWMN_RS05685,NC_009641.1,+,1111781,1112029,n.a,false,WP_012068339.1,"hypothetical protein","n.a"
NWMN_RS14875,NC_009641.1,+,2862542,2863558,n.a,false,WP_000215642.1,"HoxN/HupN/NixA family nickel/cobalt transporter","n.a"
NWMN_RS06880,NC_009641.1,+,1348376,1348627,n.a,false,WP_000956747.1,"hypothetical protein","n.a"
NWMN_RS14695,NC_009641.1,-,2828324,2828824,n.a,false,WP_000244278.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS14130,NC_009641.1,-,2705648,2706646,n.a,false,WP_000161358.1,"D_lactate dehydrogenase","n.a"
NWMN_RS01520,NC_009641.1,+,327325,328113,n.a,false,WP_000134097.1,"ATP_binding protein","n.a"
NWMN_RS15705,NC_009641.1,-,868267,868509,n.a,false,WP_001797626.1,"hypothetical protein","n.a"
NWMN_RS01500,NC_009641.1,+,326313,326576,n.a,false,WP_001124198.1,"helix_turn_helix domain_containing protein","n.a"
NWMN_RS15630,NC_009641.1,-,2731320,2731540,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS11805,NC_009641.1,-,2261298,2261711,n.a,false,WP_001123303.1,"thiol_disulfide oxidoreductase DCC family protein","n.a"
NWMN_RS04395,NC_009641.1,+,867365,868243,n.a,false,WP_000932216.1,"DUF1963 domain_containing protein","n.a"
NWMN_RS13215,NC_009641.1,-,2525722,2526699,cobA,false,WP_000109968.1,"uroporphyrinogen_III C_methyltransferase","n.a"
NWMN_RS06680,NC_009641.1,+,1306434,1308677,n.a,false,WP_001806691.1,"DNA translocase FtsK","n.a"
NWMN_RS07155,NC_009641.1,+,1396804,1398264,n.a,false,WP_000651160.1,"alanine:cation symporter family protein","n.a"
NWMN_RS08345,NC_009641.1,-,1648137,1649276,dnaJ,false,WP_001119021.1,"molecular chaperone DnaJ","n.a"
NWMN_RS02370,NC_009641.1,+,471542,471904,n.a,false,WP_000831495.1,"DUF2294 domain_containing protein","n.a"
NWMN_RS06335,NC_009641.1,+,1227865,1229064,coaBC,false,WP_000722165.1,"bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate__cysteine ligase CoaBC","n.a"
NWMN_RS05500,NC_009641.1,+,1091398,1091859,n.a,false,WP_000538766.1,"DUF420 domain_containing protein","n.a"
NWMN_RS12510,NC_009641.1,+,2391418,2392629,n.a,false,WP_000184419.1,"MFS transporter","n.a"
NWMN_RS07205,NC_009641.1,+,1408869,1409900,n.a,false,WP_000433363.1,"M42 family metallopeptidase","n.a"
NWMN_RS09515,NC_009641.1,-,1888889,1889098,n.a,false,WP_001790863.1,"transposase","n.a"
NWMN_RS13730,NC_009641.1,-,2617783,2618568,n.a,false,WP_000581876.1,"tandem_type lipoprotein","n.a"
NWMN_RS12700,NC_009641.1,-,2420949,2422349,nhaC,false,WP_000977737.1,"Na+/H+ antiporter NhaC","n.a"
NWMN_RS01605,NC_009641.1,+,335141,335389,n.a,false,WP_001065083.1,"DUF1024 family protein","n.a"
NWMN_RS01730,NC_009641.1,+,351232,353118,n.a,false,WP_001122001.1,"peptidase","n.a"
NWMN_RS00750,NC_009641.1,+,171234,172688,n.a,false,WP_000159750.1,"permease","n.a"
NWMN_RS10285,NC_009641.1,-,2008523,2008771,n.a,false,WP_001065083.1,"DUF1024 family protein","n.a"
NWMN_RS00360,NC_009641.1,+,84726,86462,sbnE,false,WP_001179888.1,"L_2;3_diaminopropanoate__citrate ligase SbnE","n.a"
NWMN_RS03865,NC_009641.1,+,764439,765047,n.a,false,WP_001175781.1,"aminotransferase class IV","n.a"
NWMN_RS11925,NC_009641.1,+,2294933,2296135,n.a,false,WP_001550301.1,"ISL3 family transposase","n.a"
NWMN_RS14020,NC_009641.1,-,2683152,2683547,cidA,false,WP_000549734.1,"holin_like murein hydrolase modulator CidA","n.a"
NWMN_RS05220,NC_009641.1,-,1035034,1035894,folD,false,WP_000225837.1,"bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD","n.a"
NWMN_RS02045,NC_009641.1,-,411114,411272,n.a,false,WP_000237577.1,"integrase","n.a"
NWMN_RS13565,NC_009641.1,-,2590434,2591510,n.a,false,WP_001076671.1,"M42 family metallopeptidase","n.a"
NWMN_RS05690,NC_009641.1,+,1112044,1112445,n.a,false,WP_000695747.1,"hypothetical protein","n.a"
NWMN_RS06740,NC_009641.1,+,1319821,1320618,n.a,false,WP_001222105.1,"TIGR00282 family metallophosphoesterase","n.a"
NWMN_RS06995,NC_009641.1,-,1361802,1363184,n.a,false,WP_000868645.1,"aspartate kinase","n.a"
NWMN_RS03615,NC_009641.1,+,721615,721974,sarX,false,WP_001090985.1,"HTH_type transcriptional regulator SarX","n.a"
NWMN_RS13450,NC_009641.1,-,2566019,2566825,n.a,false,WP_000690197.1,"phosphohydrolase","n.a"
NWMN_RS01095,NC_009641.1,+,254098,254541,lrgA,false,WP_001792906.1,"antiholin_like murein hydrolase modulator LrgA","n.a"
NWMN_RS02665,NC_009641.1,+,527670,531176,mfd,false,WP_000154227.1,"transcription_repair coupling factor","n.a"
NWMN_RS13135,NC_009641.1,+,2508434,2508856,n.a,false,WP_000071901.1,"general stress protein","n.a"
NWMN_RS05675,NC_009641.1,+,1111168,1111527,n.a,false,WP_000117792.1,"hypothetical protein","n.a"
NWMN_RS05885,NC_009641.1,-,1142080,1144017,isdB,false,WP_001041586.1,"heme uptake protein IsdB","n.a"
NWMN_RS09025,NC_009641.1,-,1787327,1788475,n.a,false,WP_011447028.1,"cysteine desulfurase","n.a"
NWMN_RS00280,NC_009641.1,+,62383,63771,n.a,false,WP_001006445.1,"MFS transporter","n.a"
NWMN_RS06985,NC_009641.1,-,1359988,1360842,n.a,false,WP_000011823.1,"hypothetical protein","n.a"
NWMN_RS04810,NC_009641.1,-,950181,950552,n.a,false,WP_000915155.1,"DUF3899 domain_containing protein","n.a"
NWMN_RS05890,NC_009641.1,-,1144220,1145272,isdA,false,WP_000160859.1,"LPXTG_anchored heme_scavenging protein IsdA","n.a"
NWMN_RS01800,NC_009641.1,+,366519,366611,n.a,false,WP_001801779.1,"hypothetical protein","n.a"
NWMN_RS01325,NC_009641.1,+,296039,296539,n.a,false,WP_000142145.1,"TIGR01741 family protein","n.a"
NWMN_RS01885,NC_009641.1,+,382711,383277,n.a,false,WP_001028431.1,"NAD(P)H_dependent oxidoreductase","n.a"
NWMN_RS06665,NC_009641.1,+,1301408,1301677,rpsO,false,WP_001018328.1,"30S ribosomal protein S15","n.a"
NWMN_RS11815,NC_009641.1,-,2264214,2264444,n.a,false,WP_000808817.1,"hypothetical protein","n.a"
NWMN_RS12375,NC_009641.1,-,2370351,2370719,rplN,false,WP_000615921.1,"50S ribosomal protein L14","n.a"
NWMN_RS08455,NC_009641.1,+,1667698,1667967,n.a,false,WP_000829750.1,"hypothetical protein","n.a"
NWMN_RS12025,NC_009641.1,-,2312237,2313205,n.a,false,WP_000989091.1,"iron chelate uptake ABC transporter family permease subunit","n.a"
NWMN_RS07080,NC_009641.1,+,1376509,1378497,tkt,false,WP_000481442.1,"transketolase","n.a"
NWMN_RS00930,NC_009641.1,-,215436,217697,n.a,false,WP_000154514.1,"3_hydroxyacyl_CoA dehydrogenase/enoyl_CoA hydratase family protein","n.a"
NWMN_RS11845,NC_009641.1,-,2269758,2269862,n.a,false,WP_001802298.1,"hypothetical protein","n.a"
NWMN_RS10780,NC_009641.1,+,2088630,2088809,n.a,false,WP_000669789.1,"hypothetical protein","n.a"
NWMN_RS15725,NC_009641.1,+,1350506,1350721,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS03225,NC_009641.1,+,646578,647207,n.a,false,WP_000882146.1,"DUF443 domain_containing protein","n.a"
NWMN_RS10635,NC_009641.1,-,2062299,2063768,n.a,false,WP_000284431.1,"nicotinate phosphoribosyltransferase","n.a"
NWMN_RS08310,NC_009641.1,-,1641970,1642668,n.a,false,WP_000110603.1,"hypothetical protein","n.a"
NWMN_RS14895,NC_009641.1,+,2866272,2868152,vraE,false,WP_000143642.1,"peptide resistance ABC transporter permease subunit VraE","n.a"
NWMN_RS12545,NC_009641.1,-,2395420,2395653,moaD,false,WP_000866971.1,"molybdopterin converting factor subunit 1","n.a"
NWMN_RS08205,NC_009641.1,-,1621480,1621629,rpmG,false,WP_001265709.1,"50S ribosomal protein L33","n.a"
NWMN_RS15505,NC_009641.1,+,2140957,2141190,n.a,true,n.a,"integrase","n.a"
NWMN_RS14160,NC_009641.1,-,2713289,2713777,crtO,false,WP_078061241.1,"glycosyl_4;4'_diaponeurosporenoate acyltransferase","n.a"
NWMN_RS01565,NC_009641.1,+,332767,332952,n.a,false,WP_001187264.1,"DUF3113 family protein","n.a"
NWMN_RS12515,NC_009641.1,-,2392731,2393081,sarV,false,WP_000066900.1,"HTH_type transcriptional regulator SarV","n.a"
NWMN_RS11770,NC_009641.1,+,2256281,2256751,n.a,false,WP_000164421.1,"S_ribosylhomocysteine lyase","n.a"
NWMN_RS09835,NC_009641.1,-,1947506,1947658,n.a,false,WP_000031108.1,"hypothetical protein","n.a"
NWMN_RS02030,NC_009641.1,+,409240,409482,rpsR,false,WP_000897044.1,"30S ribosomal protein S18","n.a"
NWMN_RS01615,NC_009641.1,+,335955,336161,n.a,false,WP_000195799.1,"DUF1381 domain_containing protein","n.a"
NWMN_RS08230,NC_009641.1,-,1626115,1626900,n.a,false,WP_001213908.1,"metal ABC transporter ATP_binding protein","n.a"
NWMN_RS00255,NC_009641.1,+,56283,57053,n.a,false,WP_000597212.1,"tandem_type lipoprotein","n.a"
NWMN_RS06885,NC_009641.1,+,1348673,1349257,n.a,false,WP_000899337.1,"hypothetical protein","n.a"
NWMN_RS08155,NC_009641.1,-,1614324,1614770,n.a,false,WP_001790850.1,"type II secretion system protein","n.a"
NWMN_RS09720,NC_009641.1,-,1924676,1925599,hemH,false,WP_000162881.1,"ferrochelatase","n.a"
NWMN_RS10050,NC_009641.1,-,1968756,1968848,n.a,false,WP_001791878.1,"hypothetical protein","n.a"
NWMN_RS02905,NC_009641.1,+,571845,572393,nusG,false,WP_001288302.1,"transcription termination/antitermination protein NusG","n.a"
NWMN_RS10645,NC_009641.1,+,2065048,2065842,n.a,false,WP_001177817.1,"prephenate dehydratase","n.a"
NWMN_RS12310,NC_009641.1,-,2364158,2364271,rpmJ,false,WP_000868342.1,"50S ribosomal protein L36","n.a"
NWMN_RS10650,NC_009641.1,+,2065914,2066021,n.a,false,WP_001802312.1,"hypothetical protein","n.a"
NWMN_RS12455,NC_009641.1,+,2380574,2381461,n.a,false,WP_000029536.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS06855,NC_009641.1,+,1346001,1346207,n.a,false,WP_001002340.1,"hypothetical protein","n.a"
NWMN_RS10605,NC_009641.1,-,2056487,2057782,purB,false,WP_000572878.1,"adenylosuccinate lyase","n.a"
NWMN_RS05575,NC_009641.1,-,1100551,1101483,n.a,false,WP_000392186.1,"hypothetical protein","n.a"
NWMN_RS13875,NC_009641.1,+,2656182,2656952,n.a,false,WP_000536961.1,"ABC transporter permease","n.a"
NWMN_RS06070,NC_009641.1,-,1175143,1175391,n.a,false,WP_001789955.1,"hypothetical protein","n.a"
NWMN_RS06950,NC_009641.1,+,1353914,1355395,cls,false,WP_001212860.1,"cardiolipin synthase","n.a"
NWMN_RS09190,NC_009641.1,-,1824429,1825286,n.a,false,WP_001091387.1,"DUF1444 domain_containing protein","n.a"
NWMN_RS07530,NC_009641.1,-,1469112,1469951,fakB2,false,WP_000166059.1,"fatty acid kinase FakB2","n.a"
NWMN_RS05110,NC_009641.1,+,1009845,1011056,n.a,false,WP_001804449.1,"isochorismate synthase","n.a"
NWMN_RS03425,NC_009641.1,-,681871,682800,n.a,false,WP_000737654.1,"metal ABC transporter substrate_binding protein","n.a"
NWMN_RS03980,NC_009641.1,+,788526,789497,n.a,false,WP_000876318.1,"ABC transporter permease","n.a"
NWMN_RS12645,NC_009641.1,+,2412428,2412880,ureE,false,WP_000634589.1,"urease accessory protein UreE","n.a"
NWMN_RS11625,NC_009641.1,-,2229383,2229922,n.a,false,WP_000241351.1,"F0F1 ATP synthase subunit delta","n.a"
NWMN_RS14590,NC_009641.1,+,2793703,2795577,n.a,false,WP_000887026.1,"BglG family transcription antiterminator","n.a"
NWMN_RS04035,NC_009641.1,-,799012,799506,n.a,false,WP_000899890.1,"threonine/serine exporter family protein","n.a"
NWMN_RS02635,NC_009641.1,+,523366,523497,n.a,false,WP_001789654.1,"hypothetical protein","n.a"
NWMN_RS12905,NC_009641.1,-,2462341,2463360,n.a,false,WP_000634685.1,"galactose mutarotase","n.a"
NWMN_RS05215,NC_009641.1,-,1033911,1034228,n.a,false,WP_001037831.1,"DUF5011 domain_containing protein","n.a"
NWMN_RS01910,NC_009641.1,+,386470,387699,efeB,false,WP_000186217.1,"deferrochelatase/peroxidase EfeB","n.a"
NWMN_RS12280,NC_009641.1,-,2359749,2360609,n.a,false,WP_000155386.1,"energy_coupling factor transporter ATPase","n.a"
NWMN_RS15080,NC_009641.1,+,363556,363817,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS08430,NC_009641.1,-,1664230,1665036,aroE,false,WP_000666761.1,"shikimate dehydrogenase","n.a"
NWMN_RS05615,NC_009641.1,+,1104800,1105060,n.a,false,WP_000291474.1,"DUF1108 family protein","n.a"
NWMN_RS08510,NC_009641.1,-,1677851,1679119,n.a,false,WP_000848304.1,"U32 family peptidase","n.a"
NWMN_RS05970,NC_009641.1,+,1161779,1162093,trxA,false,WP_001018928.1,"thioredoxin","n.a"
NWMN_RS02050,NC_009641.1,+,411632,412243,n.a,false,WP_000475326.1,"toxin","n.a"
NWMN_RS00225,NC_009641.1,+,48312,49055,n.a,false,WP_001793250.1,"LysR family transcriptional regulator","n.a"
NWMN_RS11880,NC_009641.1,+,2277196,2278734,n.a,false,WP_000083807.1,"PTS mannitol transporter subunit IICB","n.a"
NWMN_RS06540,NC_009641.1,+,1272775,1274850,topA,false,WP_001548566.1,"type I DNA topoisomerase","n.a"
NWMN_RS14085,NC_009641.1,-,2695600,2695827,n.a,false,WP_000932073.1,"ferrous iron transport protein A","n.a"
NWMN_RS07025,NC_009641.1,-,1368081,1368185,n.a,false,WP_001791424.1,"hypothetical protein","n.a"
NWMN_RS00325,NC_009641.1,-,76496,77494,sirC,false,WP_000136636.1,"staphyloferrin B ABC transporter permease subunit SirC","n.a"
NWMN_RS07520,NC_009641.1,-,1468072,1468500,msrB,false,WP_000913315.1,"peptide_methionine (R)_S_oxide reductase MsrB","n.a"
NWMN_RS04370,NC_009641.1,+,865139,865678,n.a,false,WP_000422909.1,"nitroreductase","n.a"
NWMN_RS08680,NC_009641.1,-,1715666,1715986,n.a,false,WP_000633692.1,"ribosomal_processing cysteine protease Prp","n.a"
NWMN_RS06135,NC_009641.1,+,1187308,1187496,n.a,false,WP_001245802.1,"hypothetical protein","n.a"
NWMN_RS13995,NC_009641.1,-,2677141,2677485,n.a,false,WP_000240662.1,"thioredoxin family protein","n.a"
NWMN_RS09320,NC_009641.1,-,1855927,1857108,ribB,false,WP_001159022.1,"3;4_dihydroxy_2_butanone_4_phosphate synthase","n.a"
NWMN_RS02275,NC_009641.1,-,452545,452853,spn,false,WP_000669519.1,"myeloperoxidase inhibitor SPIN","n.a"
NWMN_RS01285,NC_009641.1,+,290932,291543,n.a,false,WP_000394915.1,"DUF5080 family protein","n.a"
NWMN_RS01170,NC_009641.1,-,264802,266178,n.a,false,WP_001066545.1,"MFS transporter","n.a"
NWMN_RS02210,NC_009641.1,+,439407,440333,n.a,false,WP_000705644.1,"superantigen_like protein SSL4","n.a"
NWMN_RS01820,NC_009641.1,+,368883,369827,n.a,false,WP_001191946.1,"NAD_dependent deacetylase","n.a"
NWMN_RS11100,NC_009641.1,+,2130379,2130561,n.a,false,WP_000705248.1,"hypothetical protein","n.a"
NWMN_RS01030,NC_009641.1,+,238162,238308,n.a,false,WP_000230358.1,"hypothetical protein","n.a"
NWMN_RS06830,NC_009641.1,+,1340896,1342134,n.a,false,WP_000652047.1,"aminotransferase class I/II_fold pyridoxal phosphate_dependent enzyme","n.a"
NWMN_RS01000,NC_009641.1,+,232523,232621,n.a,false,WP_001791653.1,"hypothetical protein","n.a"
NWMN_RS14390,NC_009641.1,-,2754920,2755132,n.a,false,WP_000011688.1,"hypothetical protein","n.a"
NWMN_RS07805,NC_009641.1,-,1552870,1553061,n.a,false,WP_001789944.1,"hypothetical protein","n.a"
NWMN_RS09855,NC_009641.1,-,1950194,1950922,n.a,false,WP_001144055.1,"amino acid ABC transporter ATP_binding protein","n.a"
NWMN_RS05780,NC_009641.1,+,1121743,1122030,n.a,false,WP_001114085.1,"hypothetical protein","n.a"
NWMN_RS07300,NC_009641.1,-,1427736,1428377,phoU,false,WP_000974847.1,"phosphate signaling complex protein PhoU","n.a"
NWMN_RS15415,NC_009641.1,+,1938644,1938850,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS00955,NC_009641.1,-,224211,225623,n.a,false,WP_000556246.1,"ABC transporter substrate_binding protein","n.a"
NWMN_RS03675,NC_009641.1,+,729334,729633,n.a,false,WP_000545115.1,"hypothetical protein","n.a"
NWMN_RS04030,NC_009641.1,-,797772,798998,pepT,false,WP_000795826.1,"peptidase T","n.a"
NWMN_RS15425,NC_009641.1,-,1980284,1980508,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS05870,NC_009641.1,+,1139033,1139428,n.a,false,WP_000398863.1,"hypothetical protein","n.a"
NWMN_RS11700,NC_009641.1,-,2240633,2241949,n.a,false,WP_001115101.1,"transcription termination factor Rho","n.a"
NWMN_RS04105,NC_009641.1,+,813283,813933,n.a,false,WP_000538141.1,"HD domain_containing protein","n.a"
NWMN_RS05270,NC_009641.1,+,1044582,1046060,n.a,false,WP_000709280.1,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH","n.a"
NWMN_RS00630,NC_009641.1,+,139378,140337,n.a,false,WP_001013484.1,"cation transporter","n.a"
NWMN_RS11985,NC_009641.1,-,2303758,2305200,lmrS,false,WP_001140999.1,"multidrug efflux MFS transporter LmrS","n.a"
NWMN_RS02025,NC_009641.1,+,408685,409188,ssb,false,WP_000934799.1,"single_stranded DNA_binding protein","n.a"
NWMN_RS09390,NC_009641.1,+,1868974,1869276,n.a,false,WP_000091445.1,"hypothetical protein","n.a"
NWMN_RS06360,NC_009641.1,+,1234077,1235012,n.a,false,WP_000161299.1,"methionyl_tRNA formyltransferase","n.a"
NWMN_RS03170,NC_009641.1,+,637050,637970,mvk,false,WP_000197034.1,"mevalonate kinase","n.a"
NWMN_RS04600,NC_009641.1,+,901809,903125,n.a,false,WP_000606324.1,"Na+/H+ antiporter family protein","n.a"
NWMN_RS04225,NC_009641.1,+,840997,841230,secG,false,WP_000556760.1,"preprotein translocase subunit SecG","n.a"
NWMN_RS00350,NC_009641.1,+,81733,83487,sbnC,false,WP_001179384.1,"staphyloferrin B biosynthesis protein SbnC","n.a"
NWMN_RS06860,NC_009641.1,+,1346908,1347018,n.a,false,WP_001788716.1,"hypothetical protein","n.a"
NWMN_RS10520,NC_009641.1,+,2037923,2038423,ftnA,false,WP_000949467.1,"H_type ferritin FtnA","n.a"
NWMN_RS00945,NC_009641.1,-,220737,222314,n.a,false,WP_001789452.1,"acyl CoA:acetate/3_ketoacid CoA transferase","n.a"
NWMN_RS01570,NC_009641.1,+,332953,333312,n.a,false,WP_000117792.1,"hypothetical protein","n.a"
NWMN_RS07965,NC_009641.1,-,1579114,1580034,rnz,false,WP_000454064.1,"ribonuclease Z","n.a"
NWMN_RS04760,NC_009641.1,+,939420,942029,clpB,false,WP_000353955.1,"ATP_dependent chaperone ClpB","n.a"
NWMN_RS08665,NC_009641.1,-,1713255,1713710,n.a,false,WP_000368902.1,"ACT domain_containing protein","n.a"
NWMN_RS12575,NC_009641.1,-,2398956,2399960,n.a,false,WP_000076929.1,"molybdopterin biosynthesis protein MoeB","n.a"
NWMN_RS10440,NC_009641.1,-,2025243,2026499,n.a,false,WP_001795438.1,"aminopeptidase","n.a"
NWMN_RS03805,NC_009641.1,+,754594,755433,n.a,false,WP_000931237.1,"aldo/keto reductase","n.a"
NWMN_RS11560,NC_009641.1,-,2219206,2219895,tenA,false,WP_000396077.1,"thiaminase II","n.a"
NWMN_RS00905,NC_009641.1,-,211175,211519,n.a,false,WP_000211597.1,"complement inhibitor SCIN family protein","n.a"
NWMN_RS04380,NC_009641.1,+,866292,866648,n.a,false,WP_000589549.1,"arsenate reductase family protein","n.a"
NWMN_RS08955,NC_009641.1,-,1771457,1774654,n.a,false,WP_000226911.1,"DNA polymerase III subunit alpha","n.a"
NWMN_RS13210,NC_009641.1,-,2521723,2525412,n.a,false,WP_000514391.1,"nitrate reductase subunit alpha","n.a"
NWMN_RS13035,NC_009641.1,+,2486491,2487864,hssS,false,WP_000477329.1,"heme sensor histidine kinase HssS","n.a"
NWMN_RS05185,NC_009641.1,+,1027639,1028832,fmtA,false,WP_000671243.1,"teichoic acid D_Ala esterase FmtA","n.a"
NWMN_RS11670,NC_009641.1,-,2235869,2236288,n.a,false,WP_000697334.1,"low molecular weight protein arginine phosphatase","n.a"
NWMN_RS08105,NC_009641.1,+,1606764,1606982,n.a,false,WP_001244298.1,"membrane protein","n.a"
NWMN_RS02090,NC_009641.1,-,416396,417022,n.a,false,WP_000746687.1,"NDxxF motif lipoprotein","n.a"
NWMN_RS01250,NC_009641.1,+,285825,286217,esaC,false,WP_001010289.1,"type VII secretion substrate EsaC","n.a"
NWMN_RS04975,NC_009641.1,+,986732,986992,n.a,false,WP_001795833.1,"hypothetical protein","n.a"
NWMN_RS08740,NC_009641.1,+,1725508,1726068,n.a,false,WP_001001228.1,"DNA_3_methyladenine glycosylase I","n.a"
NWMN_RS06290,NC_009641.1,+,1217814,1218914,n.a,false,WP_001190913.1,"carbamoyl_phosphate synthase small subunit","n.a"
NWMN_RS03580,NC_009641.1,+,711227,711988,n.a,false,WP_000985996.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS04460,NC_009641.1,+,878549,879946,sufB,false,WP_001074405.1,"Fe_S cluster assembly protein SufB","n.a"
NWMN_RS01955,NC_009641.1,-,393932,395065,n.a,false,WP_000245681.1,"hypothetical protein","n.a"
NWMN_RS03275,NC_009641.1,+,653120,654058,n.a,false,WP_000808902.1,"aldo/keto reductase","n.a"
NWMN_RS13300,NC_009641.1,-,2539813,2540592,n.a,false,WP_000825929.1,"transporter substrate_binding domain_containing protein","n.a"
NWMN_RS14060,NC_009641.1,+,2688971,2690137,n.a,false,WP_000151982.1,"hydroxymethylglutaryl_CoA synthase","n.a"
NWMN_RS10670,NC_009641.1,+,2069881,2070810,n.a,false,WP_001140871.1,"manganese_dependent inorganic pyrophosphatase","n.a"
NWMN_RS08365,NC_009641.1,-,1653049,1654173,n.a,false,WP_000218090.1,"oxygen_independent coproporphyrinogen III oxidase","n.a"
NWMN_RS12895,NC_009641.1,+,2461452,2462105,n.a,false,WP_000623452.1,"MOSC domain_containing protein","n.a"
NWMN_RS12055,NC_009641.1,-,2318441,2319634,sfaA,false,WP_000170403.1,"staphyloferrin A export MFS transporter","n.a"
NWMN_RS11690,NC_009641.1,-,2239315,2239914,n.a,false,WP_000273356.1,"thymidine kinase","n.a"
NWMN_RS10625,NC_009641.1,-,2060612,2061214,n.a,false,WP_000011542.1,"DUF2179 domain_containing protein","n.a"
NWMN_RS06260,NC_009641.1,+,1211751,1212242,n.a,false,WP_000549207.1,"lipoprotein signal peptidase","n.a"
NWMN_RS03820,NC_009641.1,-,757675,758361,n.a,false,WP_000149344.1,"response regulator transcription factor","n.a"
NWMN_RS08400,NC_009641.1,-,1660991,1661677,n.a,false,WP_001792568.1,"ComEA family DNA_binding protein","n.a"
NWMN_RS10610,NC_009641.1,+,2058643,2059809,scpA,false,WP_000827749.1,"cysteine protease staphopain A","n.a"
